0x43f600bbe898eb783de36f5ca32fb65ae33bd691,24010397341000000000000000000
0xb28ab82a000fbcc2c4e09b5238cbea66fc9b8d88,297506619000000000000000000
0x8053734ec58158d6668cb6fd53040d2d39bb0f75,68264807399000000000000000000
0xb609099b6bbab96b126d2542a8d521d6ecf448f0,953875000000000000000000
0x3de9a3914fbd37d5a0208d427da4c0ea817bd304,1422322783000000000000000000
0xfc74a37fff6ea97ff555e5ff996193e12a464431,22656701529000000000000000000
0x465daabd4c88bebd615a309c24719975f79ac6a8,176789389000000000000000000
0x0411b3f12cfff8c0ee24e18b2ce8a229cbb28914,7260162017000000000000000000
0xdeeaadbcd78c6ae23755bb428282b2f3ee1971f4,1000000000000000000000000000
0xb642ee4280c95d681cf1aebfedbf77dc98516ecb,57221584000000000000000000
0xa081e78c46a27056b321a963b1321e43a644c6f4,20000000000000000000000000
0x0d07ffe911ea5b8306ad3bd15656c61013d60f82,1097572900000000000000000000
0xc3ed6fbc2f0ed7cf0dadbae2ff19e29ac229c7b5,210016847000000000000000000
0x3bc38f415f546965672cd3eabe66dcc83fa6dc4d,111193684000000000000000000
0x6eaadc2d909383b3496ab8575339fc6e77b83486,11572098000000000000000000
0x66992127b42249efba6101c1fe1696e1e2df09b1,7770783694000000000000000000
0x6d5ef991e1fa47d28c1573bf9c1f343b16e7a7ee,2519337550000000000000000000
0x2dc83f1350bcebaa8340c1ce16a6bac8b9d13807,7673620433000000000000000000
0xffcef35c9ec730bf570d4243c74985a0330ba06e,10660807625000000000000000000
0x6aa160f931372d805db059f14660496b2a569c4f,944691954000000000000000000
0x5e63f7b7cd80d7131f1f6468675e3f7187a0d008,490758140000000000000000000
0x9c9513e1b6f6f73d98f1fd99c3a5c2d7e81a3dd9,2489826057000000000000000000
0x2c9fe563a02860eebf34bc00bb82f5e575da8220,485380905000000000000000000
0x0064b4282b475f5c00ecf6a00f069ed81a50f8e0,1325350473000000000000000000
0x8e3bcef6f6d7dee9fca955e23332b4746866f7a5,270038183000000000000000000
0xefbe160ad1075814a7df9d782dd73e55633b9d3f,995366691000000000000000000
0x79a34304e864c03d4ba177a38719b8bf4eb15655,482601181000000000000000000
0xd268887508a2596619deb35c33d61a21f5095aff,2036274704000000000000000000
0x704e6c2d1b4ec81d6a58723cd5c765f2428f4b85,273025884970000000000000000
0x989136faf3ccba1f68700a284ed414f904ee5fc9,744798404000000000000000000
0xc4ca0ef4319a3de5504f8dba726ca65ca9a0effe,2660691341000000000000000000
0x2fbc87c6f0afd69ebbad520b9e5e28b181cacb6e,230035774000000000000000000
0x3d65ec86c39f57dcacd35b9f4994cd1a2d7a387c,4612210378000000000000000000
0x541c5a71a65dd9523f4e19f093224df7c4d18b54,470161595000000000000000000
0x20f01dccb5ab9ebe95889a0fe6271b59ebe2ba38,34200452000000000000000000
0x94e35d99ea581a4fe42ee6a7c75f4403c4dd8795,477457254000000000000000000
0x1258f10ffeb73d3805d64d7bda81fe724699b9fc,25650000000000000000000000000
0x2d9013813a21f6677ccf6ce3a9dfcda45881367c,265733307000000000000000000
0x0fdebc97b614baf8d1782c88f76964a50f43b150,2947060090000000000000000000
0xb549d7f751699a4d4413275955babccb539e5079,72677202000000000000000000
0x05022c77bb7f3b775b82efd8bc43d9d05a56537b,634632226000000000000000000
0xba6734b8159b45b9155fbb4fcdead8773b30f05f,127464336000000000000000000
0xca896200189a65d8cce70bb89efb2799d98233bb,70400537000000000000000000
0x0e81b73bc3a55e701b97aeb782544118846bbdb6,717117870000000000000000000
0x03580b7f4add5c7a9a7bcb3a9c692cd0ee9f00ac,1810347564000000000000000000
0xea0a1ce786d023abf387028e578a2d7536eea483,61000879000000000000000000
0xf0f0e6420bbc4a76787e9510102da76fb7e3ddf4,636241943000000000000000000
0xbf74e3acd1df45ed8a853ac52c43e56b7f62180a,278650282000000000000000000
